,Product_Name,Original_Price(in Rs),Discount_Price(in Rs),Power_consumption(Watts),Capacity,Reviews,Rating,Brand,Energy_consumption
350,Daikin 1 Ton 5 Star Split Inverter AC  - White,55200,45029,822,1,26 Ratings & 4 Reviews,4.2,Daikin,5
351,Lloyd 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,61990,35499,1002,1.5,791 Ratings & 148 Reviews,4.2,Lloyd,3
352,SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White,46600,39500,1780,1.5,329 Ratings & 44 Reviews,4.2,SAMSUNG,3
353,SAMSUNG 1 Ton 3 Star Split Inverter AC  - White,48200,41000,1180,1,30 Ratings & 7 Reviews,4.8,SAMSUNG,3
354,Hitachi 2 Ton 5 Star Split Inverter AC  - Gold,79000,56999,2070,2,"3,098 Ratings & 314 Reviews",4,Hitachi,5
355,Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,66000,49990,848,1.5,127 Ratings & 24 Reviews,4.3,Panasonic,5
356,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,73250,45999,1260,1.5,,,Blue,5
357,LIVPURE 1 Ton 3 Star Split Inverter Smart AC with Wi-fi Connect  - White,38990,37990,1080,1,"2,609 Ratings & 574 Reviews",4.2,LIVPURE,3
358,TOSHIBA 1.5 Ton 3 Star Split AC  - White,49999,35000,1800,1.5,26 Ratings & 4 Reviews,4.2,TOSHIBA,3
359,SAMSUNG 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,62990,37490,977,1.5,,,SAMSUNG,3
360,"LG Super Convertible 6-in-1 Cooling 1.5 Ton 5 Star Split Dual Inverter AI, 4 Way Swing, HD Filter with...",75990,43990,818,1.5,"9,269 Ratings & 920 Reviews",4.1,LG,5
361,Lloyd 1.5 Ton 5 Star Split Inverter AC with PM 2.5 Filter  - White,60990,42790,1370,1.5,503 Ratings & 57 Reviews,4.2,Lloyd,5
362,Panasonic 1.5 Ton 3 Star Split Inverter AC  - White,60900,39505,1690,1.5,,,Panasonic,3
363,"Godrej 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White, Gold",55900,43490,840,1.5,21 Ratings & 1 Reviews,4,Godrej,5
364,Hitachi 1.5 Ton 3 Star Window AC  - White,34490,29999,1277,1.5,814 Ratings & 89 Reviews,3.9,Hitachi,3
365,Blue Star 1.5 Ton 5 Star Window Inverter AC  - White,50999,39499,1082,1.5,51 Ratings & 6 Reviews,3.8,Blue,5
366,IFB 1.6 Ton 3 Star Split Inverter AC  - White,50090,38990,5650,1.6,73 Ratings & 6 Reviews,4.1,IFB,3
367,Blue Star 1.5 Ton 5 Star Split AC  - White,44100,43990,1500,1.5,845 Ratings & 191 Reviews,4.2,Blue,5
368,Godrej 1 Ton 5 Star Split Inverter AC  - White,50000,33900,611,1,42 Ratings & 2 Reviews,4.3,Godrej,5
369,CARRIER 1.5 Ton 3 Star Split Inverter AC  - White,54990,35999,1750,1.5,"1,162 Ratings & 105 Reviews",4.3,CARRIER,3
370,CARRIER 1 Ton 3 Star Window AC  - White,37090,28999,1110,1,84 Ratings & 7 Reviews,4.2,CARRIER,3
371,Midea 1.5 Ton 5 Star Split Inverter AC  - White,58500,34990,1490,1.5,250 Ratings & 34 Reviews,3.9,Midea,5
372,Voltas 1 Ton 3 Star Split Inverter AC  - White,56990,31490,700,1,6 Ratings & 1 Reviews,4.3,Voltas,3
373,Daikin 1.5 Ton 3 Star Split AC  - White,55600,39899,1278,1.5,7 Ratings & 1 Reviews,3.9,Daikin,3
374,Blue Star 1 Ton 5 Star Split Inverter AC  - White,59990,39990,90,1,4 Ratings & 0 Reviews,4.5,Blue,5
375,Haier 1.5 Ton 3 Star Split Inverter AC  - White,65990,35990,1089,1.5,"1,380 Ratings & 167 Reviews",4,Haier,3
376,CANDY 1.5 Ton 3 Star Split Inverter AC  - White,61000,31999,684,1.5,431 Ratings & 83 Reviews,4,CANDY,3
377,CANDY 1.5 Ton 5 Star Split Inverter AC  - White,71000,37990,735,1.5,431 Ratings & 83 Reviews,4,CANDY,5
378,Panasonic Convertible 7-in-1 with Additional AI Mode Cooling 2023 Model 1.5 Ton 4 Star Split Inverter ...,66900,45990,885,1.5,304 Ratings & 40 Reviews,4.1,Panasonic,4
379,Hitachi Ice Clean Frost Wash Technology 2023 Model 1 Ton 3 Star Split Inverter Xpandable plus Ambience...,55050,33999,669,1,24 Ratings & 2 Reviews,3.2,Hitachi,3
380,ONIDA 1.5 Ton 3 Star Split Inverter AC  - White,61990,38490,1570,1.5,64 Ratings & 6 Reviews,4.5,ONIDA,3
381,Hitachi Ice Clean Frost Wash Technology 2023 Model 2 Ton 3 Star Split Inverter Xpandable plus Ambience...,81850,51999,1397,2,24 Ratings & 2 Reviews,3.2,Hitachi,3
382,Panasonic 1.5 Ton 5 Star Split Inverter AC  - White,57500,47000,1350,1.5,153 Ratings & 23 Reviews,4.5,Panasonic,5
383,Hitachi 1.5 Ton 3 Star Split Inverter AC  - White,63850,41900,1940,1.5,,,Hitachi,3
384,Godrej 1.5 Ton 5 Star Split Inverter Convertible 5-in-1 Cooling With Anti-Virus Protection AC  - White...,51900,39490,840,1.5,485 Ratings & 53 Reviews,4.2,Godrej,5
385,Daikin 1.5 Ton 3 Star Split AC with PM 2.5 Filter  - White,55600,40910,1278,1.5,"1,442 Ratings & 155 Reviews",4.1,Daikin,3
386,Daikin 1.5 Ton 5 Star Split Inverter AC  - White,67999,46979,1325,1.5,14 Ratings & 3 Reviews,3.9,Daikin,5
387,Godrej 1.5 Ton 3 Star Window AC  - White,31900,26990,1635,1.5,164 Ratings & 22 Reviews,4,Godrej,3
388,IFB 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,49490,36690,1005,1.5,,,IFB,3
389,Blue Star 1 Ton 2 Star Window AC  - White,31000,25490,840,1,950 Ratings & 96 Reviews,4.1,Blue,2
390,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,,51990,1590,1.5,,,Voltas,3
391,Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,61500,35339,1600,1.5,4 Ratings & 0 Reviews,3.5,Blue,3
392,"Hitachi 1.5 Ton 3 Star Split Inverter AC  - White, Gold",57900,36999,1098,1.5,"3,098 Ratings & 314 Reviews",4,Hitachi,3
393,SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,61990,44900,1350,1.5,,,SAMSUNG,5
394,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,79990,42880,1045,1.5,,,Voltas,3
